,Price,Area,Location
1898,1500000,20,Khuê Mỹ
1899,900000,20,Hòa Khánh Nam
1900,5120000,40,Mỹ An
1901,1510000,35,Hòa Xuân
1902,1800000,20,Hòa Thọ Đông
1903,3100000,18,Hòa Cường Nam
1904,4800000,35,Hải Châu I
1905,3100000,25,Hòa Cường Nam
1906,2200000,25,
1907,1490000,18,Hòa An
1908,3000000,40,Thạc Gián
1909,2500000,20,Hải Châu I
1910,2210000,21,Hải Châu I
1911,1700000,25,Hòa Minh
1912,705000,15,Hòa Khánh Nam
1913,1500000,15,Hòa Minh
1914,2480000,40,Hòa Cường Bắc
1915,800000,16,Hòa Hiệp Bắc
1916,3000000,25,Thanh Khê Tây
1917,798000,19,Hòa Thọ Tây
1918,4800000,40,
1919,1600000,21,Hòa Khánh Bắc
1920,3500000,28,An Hải Đông
1921,3190000,35,Hòa Cường Nam
1922,3100000,25,Hòa Cường Bắc
1923,3000000,25,Thuận Phước
1924,3100000,20,Hòa Cường Nam
1925,3080000,40,Hòa Cường Bắc
1926,2990000,22,
1927,3200000,25,Hòa Cường Bắc
1928,2000000,15,An Hải Bắc
1929,3200000,20,Hòa Cường Nam
1930,2810000,24,An Hải Đông
1931,2510000,22,Khuê Mỹ
1932,3000000,25,Hòa Cường Nam
1933,2610000,30,Vĩnh Trung
1934,5100000,50,Mỹ An
1935,3010000,35,Vĩnh Trung
1936,3290000,35,Hải Châu II
1937,990000,30,Hải Châu II
1938,1300000,10,Hòa An
1939,2490000,30,Chính Gián
1940,92000,23,Hòa Cường Bắc
1941,2000000,25,Hòa Minh
1942,1800000,22,Hòa An
1943,4000000,20,Hòa Cường Nam
1944,3500000,24,Thuận Phước
1945,1600000,25,Hòa Khánh Nam
1946,2310000,30,Hòa Khê
1947,2000000,20,Hòa Xuân
1948,3000000,30,Hòa Minh
1949,1400000,20,An Hải Bắc
1950,3000000,30,Phước Mỹ
1951,5500000,50,Hòa Cường Nam
1952,1290000,30,Thuận Phước
1953,1590000,30,Thọ Quang
1954,1600000,25,An Hải Bắc
1955,1500000,30,Mân Thái
1956,1600000,18,Thọ Quang
1957,360000,60,An Khê
1958,1400000,15,Khuê Trung
1959,1800000,15,Hòa Cường Nam
1960,1000000,13,Hòa Khánh Nam
1961,1000000,10,Xuân Hà
1962,2000000,20,Hải Châu I
1963,1500000,25,Hòa Thuận Tây
1964,2300000,16,Hòa Cường Nam
1965,2000000,16,Hòa Khê
1966,1100000,25,Hòa Phát
1967,4560000,95,An Hải Đông
1968,1310000,19,Hòa Khánh Bắc
1969,2480000,40,Hòa Xuân
1970,3510000,30,Tam Thuận
1971,1490000,18,Hòa Khánh Bắc
1972,848000,16,
1973,996000,12,Thanh Khê Tây
1974,1500000,20,Chính Gián
1975,2500000,25,Hòa Minh
1976,2000000,16,An Hải Đông
1977,2000000,20,Hòa Xuân
1978,3300000,25,Hòa Xuân
1979,2610000,30,An Hải Bắc
1980,3990000,30,Hải Châu I
1981,3000000,15,Vĩnh Trung
1982,1200000,20,
1983,3700000,25,Khuê Trung
1984,1200000,12,Hòa Khánh Nam
1985,2200000,25,Hòa Minh
1986,1440000,30,Thanh Bình
1987,1690000,18,
1988,2490000,28,Khuê Mỹ
1989,1500000,20,Hòa An
1990,1500000,32,Hòa Minh
1991,1200000,20,
1992,3000000,28,Hòa Thọ Đông
1993,1200000,20,Hòa Minh
1994,1000000,10,Thanh Khê Tây
1995,2600000,20,Thanh Bình
1996,2700000,20,Thanh Bình
1997,1700000,16,Khuê Trung
1998,1500000,25,
1999,1800000,18,Hòa Cường Nam
2000,2000000,18,Thanh Khê Tây
2001,1600000,18,Hòa Xuân
2002,1890000,35,Hòa Minh
2003,864000,32,Khuê Trung
2004,2790000,30,Mỹ An
2005,2610000,30,Khuê Mỹ
2006,1800000,12,Thọ Quang
2007,3000000,20,Thạch Thang
2008,2500000,26,Phước Mỹ
2009,700000,20,Hòa Khánh Nam
2010,1700000,15,Hòa An
2011,3200000,25,An Hải Bắc
2012,3000000,30,An Hải Bắc
2013,1300000,12,Mỹ An
2014,3010000,35,Hòa Xuân
2015,2490000,35,Xuân Hà
2016,3000000,30,Mỹ An
2017,1500000,16,Hòa Xuân
2018,2510000,23,An Khê
2019,1400000,12,Hòa Cường Bắc
2020,1600000,13,An Hải Đông
2021,2500000,20,Mân Thái
2022,1200000,25,Hòa Xuân
2023,1800000,20,Xuân Hà
2024,740000,20,Hòa Minh
2025,1800000,18,Mỹ An
2026,216000,24,Chính Gián
2027,2000000,15,Chính Gián
2028,795000,15,Thuận Phước
2029,1200000,12,An Hải Bắc
2030,990000,30,An Hải Bắc
2031,3000000,50,Khuê Mỹ
2032,2000000,20,Xuân Hà
2033,6520000,40,Khuê Mỹ
2034,2000000,35,Hòa Xuân
2035,3000000,25,An Khê
2036,1800000,20,Hòa Xuân
2037,1500000,25,
2038,4800000,35,An Hải Bắc
2039,1500000,20,Hòa An
2040,2000000,12,Hòa Minh
2041,2000000,25,Thọ Quang
2042,1500000,20,
2043,1490000,18,Thanh Khê Tây
2044,5000000,25,Khuê Trung
2045,900000,20,Hòa Thọ Tây
2046,2000000,21,Hòa Minh
2047,2480000,40,Hòa An
2048,2500000,18,Mỹ An
2049,1500000,14,Bình Thuận
2050,2010000,30,Hòa Xuân
2051,2010000,30,Hòa Xuân
2052,2000000,25,Khuê Trung
2053,3000000,30,Bình Thuận
2054,1000000,10,Hòa Minh
2055,2100000,21,Hòa Minh
2056,2700000,25,Bình Thuận
2057,3480000,60,Mân Thái
2058,705000,15,Hòa Minh
2059,800000,4,Hòa Cường Bắc
2060,1200000,16,Hòa Khánh Bắc
2061,900000,5,Hòa Cường Bắc
2062,3000000,30,Hòa Khánh Nam
2063,1110000,30,Hòa Khánh Bắc
2064,800000,20,Hòa Khánh Bắc
2065,2010000,30,Hòa Khánh Bắc
2066,2500000,20,An Hải Bắc
2067,1610000,15,Hòa Cường Nam
2068,2990000,22,An Khê
2069,3000000,50,Thọ Quang
2070,3000000,25,Mỹ An
2071,1600000,20,An Hải Bắc
2072,1200000,20,Hòa Thọ Đông
2073,2200000,20,Hòa Thuận Đông
2074,1500000,25,
2075,1000000,15,Hòa Khánh Bắc
2076,3480000,40,Hòa Xuân
2077,5000000,40,An Hải Tây
2078,1800000,30,Hòa Xuân
2079,1800000,18,Hòa Thuận Đông
2080,1600000,25,Tam Thuận
2081,2010000,30,An Khê
2082,1600000,25,Hòa Minh
2083,2000000,15,Chính Gián
2084,2500000,25,Hòa Minh
2085,2490000,30,An Hải Bắc
2086,3200000,25,Hòa Thọ Đông
2087,3000000,25,Hòa Thuận Đông
2088,5920000,160,Xuân Hà
2089,1200000,20,Mỹ An
2090,3500000,25,Phước Mỹ
2091,600000,10,Hòa Thọ Tây
2092,2000000,25,Xuân Hà
2093,2700000,37,Thanh Bình
2094,2400000,20,Hòa An
2095,2400000,20,Hòa An
2096,4500000,45,Hòa Minh
2097,1500000,22,Hòa Minh
2098,320000,40,Hòa Thuận Tây
2099,900000,15,Hòa Khánh Bắc
2100,1800000,20,Vĩnh Trung
2101,2000000,25,
2102,1200000,16,An Hải Bắc
2103,2200000,40,Khuê Trung
2104,2000000,15,Hòa Thuận Tây
2105,5000000,40,An Hải Bắc
2106,900000,20,Hòa Thọ Đông
2107,1400000,20,Hòa Hiệp Nam
2108,3500000,15,Hòa Khánh Bắc
2109,740000,20,Mỹ An
2110,3000000,50,Thạch Thang
2111,2490000,30,Mân Thái
2112,1500000,20,Tân Chính
2113,2490000,30,Hòa Xuân
2114,4510000,35,Mỹ An
2115,1800000,20,Hòa Minh
2116,600000,12,Hòa Khánh Bắc
2117,1190000,27,Hòa Khánh Bắc
2118,1690000,19,Phước Mỹ
2119,1300000,20,Hòa Thọ Đông
2120,7480000,55,Hòa Thuận Đông
2121,6000000,50,An Hải Bắc
2122,7020000,60,An Hải Bắc
2123,6510000,35,An Hải Bắc
2124,2000000,26,Hải Châu I
2125,1300000,19,Hòa Khánh Bắc
2126,2000000,18,Thuận Phước
2127,2000000,20,Thanh Bình
2128,1500000,20,Hòa Minh
2129,1500000,14,Thanh Bình
2130,2500000,45,Hòa Khánh Bắc
2131,2000000,25,
2132,2000000,30,Mỹ An
2133,1200000,17,
2134,2300000,25,Xuân Hà
2135,1500000,20,
2136,2300000,24,Hòa Thọ Đông
2137,2500000,30,Hòa Xuân
2138,2560000,25,Mỹ An
2139,2000000,30,Mỹ An
2140,2000000,30,Mỹ An
2141,1300000,13,Mỹ An
2142,1800000,15,Nại Hiên Đông
2143,1500000,16,Hòa Thuận Đông
2144,1700000,20,Hòa Cường Bắc
2145,3150000,35,Xuân Hà
2146,2000000,24,Hòa An
2147,2000000,30,Hòa Xuân
2148,3000000,35,Thạch Thang
2149,2500000,37,Mân Thái
2150,2000000,22,Thọ Quang
2151,1500000,15,Thanh Khê Tây
2152,2300000,28,Xuân Hà
2153,2500000,30,An Hải Bắc
2154,1300000,16,Hòa Xuân
2155,900000,12,Hòa Khánh Bắc
2156,2500000,30,Hòa Cường Nam
2157,1300000,30,Khuê Mỹ
2158,3200000,40,
2159,2500000,30,Hòa Cường Nam
2160,3000000,40,Vĩnh Trung
2161,2500000,25,Phước Ninh
2162,1500000,20,Hòa Khánh Nam
2163,4000000,100,Hòa Khánh Nam
2164,1300000,30,Hòa Thọ Đông
2165,2500000,30,Thanh Bình
2166,2400000,27,Thuận Phước
2167,900000,18,Hòa Thọ Tây
2168,3500000,120,An Hải Bắc
2169,1500000,25,Hòa An
2170,1500000,14,Thanh Khê Tây
2171,1200000,17,Hòa Minh
2172,1100000,14,Mỹ An
2173,900000,20,Hòa Thọ Tây
2174,1800000,16,Hải Châu I
2175,1500000,22,Hòa Minh
2176,500000,25,Thạc Gián
2177,1700000,21,Hòa Thọ Đông
2178,800000,15,Hòa Thọ Tây
2179,5000000,80,Phước Mỹ
2180,1400000,20,Hòa Thuận Đông
2181,1700000,18,Bình Thuận
2182,1500000,20,Xuân Hà
2183,1500000,25,Hòa Minh
2184,2900000,45,Hòa Cường Nam
2185,1200000,27,Hòa Khánh Bắc
2186,1800000,20,An Hải Bắc
2187,2500000,25,Hòa Thọ Đông
2188,1500000,30,Hòa Xuân
2189,2500000,25,Thanh Bình
2190,1500000,80,Hòa Thọ Đông
2191,2000000,25,Hòa Thọ Đông
2192,1900000,12,Hòa Thuận Tây
2193,3000000,50,Khuê Trung
2194,1700000,30,Hòa Minh
2195,2800000,25,Hải Châu I
2196,2000000,22,Hòa Xuân
2197,2000000,38,Mân Thái
2198,1500000,13,Hòa Xuân
2199,1800000,20,An Hải Bắc
2200,2000000,30,Mân Thái
2201,2400000,25,Khuê Trung
2202,1300000,14,Mỹ An
2203,900000,5,Hòa Cường Bắc
2204,800000,25,Hòa Khánh Nam
2205,2000000,25,Bình Hiên
2206,3000000,31,Bình Hiên
2207,2000000,20,Hòa Thọ Đông
2208,1600000,25,Hòa An
2209,2400000,25,Hòa Xuân
2210,2200000,25,Mân Thái
2211,1500000,20,Hòa Minh
2212,2200000,25,
2213,1500000,15,Hòa Khánh Bắc
2214,2200000,30,Thọ Quang
2215,1500000,18,Hòa Minh
2216,1400000,18,Hòa An
2217,2000000,30,Hòa Phát
2218,2500000,20,Hòa An
2219,2200000,28,Vĩnh Trung
2220,3000000,30,An Hải Tây
2221,2300000,32,Xuân Hà
2222,2300000,20,Hòa Xuân
2223,2000000,35,Hòa Khánh Bắc
2224,2500000,25,Hòa Cường Nam
2225,2500000,30,Hòa Thọ Đông
2226,1700000,20,Khuê Mỹ
2227,2500000,20,Hòa Cường Bắc
2228,1700000,35,Hòa Minh
2229,2500000,40,Hòa Phát
2230,2300000,20,Hải Châu I
2231,2000000,25,Thạc Gián
2232,800000,20,Hòa Thọ Đông
2233,1800000,20,Mỹ An
2234,1200000,20,Hòa Thọ Tây
2235,1800000,12,Hòa Cường Bắc
2236,1300000,20,Khuê Mỹ
2237,2500000,30,Khuê Trung
2238,1500000,29,
2239,3000000,30,Hòa Khê
2240,1600000,25,Hòa Phát
2241,1900000,25,Hòa Khánh Bắc
2242,1200000,25,
2243,1000000,15,Hòa Minh
2244,1800000,35,Hòa Minh
2245,3700000,25,Hòa Khánh Bắc
2246,1700000,15,Hòa Minh
2247,2000000,25,Hòa Minh
2248,500000,25,Hòa Khánh Bắc
2249,800000,15,Hòa Khánh Bắc
2250,800000,12,Hòa Minh
2251,2500000,15,Hòa Cường Bắc
2252,2250000,25,
2253,800000,15,Hòa Khánh Bắc
2254,1700000,24,
2255,2000000,30,Hòa Xuân
2256,1500000,16,
2257,2500000,25,Mỹ An
2258,1500000,30,
2259,1500000,16,Hòa Khánh Bắc
2260,1300000,20,Hòa Minh
2261,2750000,30,Khuê Mỹ
2262,700000,20,Hòa Khánh Bắc
2263,2000000,25,Hòa Minh
2264,1200000,15,
2265,1900000,35,Hòa Minh
2266,1000000,20,Hòa Minh
2267,2000000,20,Hòa Minh
2268,1500000,20,
2269,1300000,19,Hòa Khánh Bắc
2270,2500000,50,
2271,500000,25,Hòa Khánh Bắc
2272,2300000,25,Hòa Cường Bắc
2273,5000000,60,Mỹ An
2274,2000000,20,Phước Ninh
2275,3500000,40,Hải Châu I
2276,1500000,30,Hòa Minh
2277,2000000,25,Hòa Xuân
2278,8500000,60,Bình Thuận
2279,3500000,40,Mỹ An
2280,2400000,30,Mỹ An
2281,2000000,20,Phước Mỹ
2282,3000000,29,Khuê Mỹ
2283,1600000,28,
2284,2000000,15,
2285,2100000,30,Hòa Khê
2286,3500000,20,Thanh Bình
2287,3080000,28,Hòa Cường Nam
2288,3000000,25,Hòa Cường Nam
2289,3000000,28,Hòa Cường Nam
2290,2500000,40,Hòa Phát
2291,3500000,35,An Hải Bắc
2292,2000000,25,Mỹ An
2293,2800000,40,Hòa Xuân
2294,7000000,75,Mỹ An
2295,3500000,35,An Hải Bắc
2296,4500000,45,Khuê Mỹ
2297,5500000,50,Thạch Thang
2298,4500000,40,Mỹ An
2299,3500000,32,Hòa Minh
2300,1100000,25,Khuê Mỹ
2301,4500000,45,Khuê Mỹ
2302,1000000,20,Hòa Thuận Tây
2303,1500000,12,Khuê Trung
2304,800000,16,Hòa Khánh Bắc
2305,1000000,20,Hòa Thuận Tây
2306,2500000,30,Hòa Cường Nam
2307,1500000,40,
2308,1500000,40,Hòa Khánh Nam
2309,7000000,150,An Hải Bắc
2310,2000000,30,Hòa Xuân
2311,1300000,14,Thanh Khê Tây
2312,1000,30,Hải Châu I
2313,2200000,18,Thanh Bình
2314,2700000,25,An Khê
2315,2200000,20,Hòa Thuận Đông
2316,3500000,35,
2317,1300000,17,Bình Thuận
2318,3000000,25,Hòa Khê
2319,2500000,25,Hòa Xuân
2320,2500000,22,Hòa Cường Bắc
2321,1900000,15,Thuận Phước
2322,4000000,35,An Hải Bắc
2323,3500000,30,Hòa Thuận Đông
2324,1400000,12,Bình Thuận
2325,1500000,14,Hải Châu I
2326,2800000,27,An Hải Bắc
2327,3000000,30,Bình Thuận
2328,3000000,20,Bình Thuận
2329,5000000,40,Phước Ninh
2330,700000000,40,Hòa Khánh Nam
2331,2000000,20,Hòa Minh
2332,500000,20,Hòa Khánh Bắc
2333,2300000,20,
2334,3000000,30,
2335,2000000,20,Chính Gián
2336,1300000,6,Bình Thuận
2337,2000000,18,An Hải Bắc
2338,3000000,30,
2339,2000000,20,
2340,2000000,20,An Khê
2341,1330000,7,Bình Thuận
2342,3000000,30,Khuê Mỹ
2343,3500000,35,Mỹ An
2344,3500000,35,Mỹ An
2345,1680000,14,Mỹ An
2346,1500000,15,
2347,1800000,18,Hòa Thuận Tây
2348,2400000,20,Hòa Thuận Đông
2349,2860000,26,Hải Châu II
2350,2300000,23,
2351,2100000,21,Khuê Trung
2352,2300000,23,Thọ Quang
2353,3900000,30,Hòa Thuận Đông
2354,3600000,30,Hòa Cường Bắc
2355,3850000,35,Mỹ An
2356,1800000,18,
2357,1800000,18,Hòa Cường Nam
2358,2500000,25,Mỹ An
2359,2000000,20,Thọ Quang
2360,2000000,20,Thọ Quang
2361,3080000,22,Thạc Gián
2362,3600000,30,An Khê
2363,2000000,20,Khuê Mỹ
2364,3600000,30,An Khê
2365,4000000,40,Mỹ An
2366,1500000,15,Tam Thuận
2367,2520000,18,Hòa An
2368,2520000,18,Hòa An
2369,1950000,15,An Hải Đông
2370,2520000,18,Hòa An
2371,1650000,15,Khuê Trung
2372,4500000,45,An Hải Tây
2373,1950000,15,An Hải Đông
2374,2860000,22,Mỹ An
2375,2500000,25,
2376,1500000,15,An Khê
2377,2400000,20,Hòa Thuận Tây
2378,3850000,35,Hòa Thuận Đông
2379,2400000,20,Thạc Gián
2380,2200000,20,
2381,2400000,20,Hải Châu I
2382,2400000,20,Hòa Cường Nam
2383,1800000,18,
2384,4000000,40,An Hải Bắc
2385,6050000,55,Hòa Thuận Đông
2386,3000000,30,Khuê Mỹ
2387,1540000,14,Hòa Cường Bắc
2388,3060000,17,
2389,3000000,25,Khuê Mỹ
2390,2400000,20,
2391,3000000,25,Khuê Mỹ
2392,3000000,30,Hòa Cường Nam
2393,3900000,30,
2394,1960000,14,Hòa Minh
2395,3500000,35,Mỹ An
2396,3080000,22,Thạc Gián
2397,3420000,18,Thanh Khê Đông
2398,1800000,18,Hòa Cường Nam
2399,2400000,20,Khuê Mỹ
2400,3060000,18,
2401,2000000,20,Tân Chính
2402,2000000,20,Hòa Xuân
2403,3000000,20,Mỹ An
2404,4180000,38,Hòa Cường Bắc
2405,2000000,20,
2406,3000000,25,Nại Hiên Đông
2407,1800000,15,Tam Thuận
2408,1500000,15,Mỹ An
2409,2250000,15,Hòa Thuận Đông
2410,3500000,35,An Hải Đông
2411,1950000,13,Chính Gián
2412,1500000,15,Hòa Khánh Nam
2413,1500000,15,
2414,4900000,35,
2415,1800000,18,Nam Dương
2416,1800000,18,Hòa Thuận Tây
2417,3900000,30,
2418,1920000,16,
2419,1500000,15,Hòa Minh
2420,3000000,25,Hòa Cường Nam
2421,3500000,35,Hòa Cường Bắc
2422,4400000,40,Khuê Mỹ
2423,5940000,54,
2424,2000000,20,Bình Hiên
2425,1980000,18,Xuân Hà
2426,2000000,20,An Hải Bắc
2427,1500000,15,
2428,6000000,40,An Hải Đông
2429,2750000,25,Hòa Thuận Tây
2430,5940000,54,Hải Châu I
2431,4950000,45,An Hải Bắc
2432,2800000,20,Tam Thuận
2433,5920000,37,Hải Châu I
2434,4000000,40,Mỹ An
2435,1320000,6,Mỹ An
2436,4180000,38,Mỹ An
2437,4900000,35,Hòa Thuận Tây
2438,2800000,14,Thạc Gián
2439,1980000,18,Hòa An
2440,2400000,20,
2441,2000000,20,Hòa An
2442,1520000,8,
2443,4000000,40,Mỹ An
2444,2860000,26,An Hải Tây
2445,2200000,22,Bình Thuận
2446,4180000,38,Khuê Mỹ
2447,4180000,38,Khuê Mỹ
2448,4550000,35,Chính Gián
2449,2400000,20,
2450,3500000,25,Hòa Cường Nam
2451,3500000,25,Hòa Cường Nam
2452,2400000,20,
2453,2400000,20,
2454,1650000,15,Hòa Cường Bắc
2455,1800000,18,Nam Dương
2456,3500000,35,Hòa Thuận Tây
2457,3000000,30,
2458,3500000,35,Hòa Thuận Tây
2459,2040000,17,Hòa Cường Bắc
2460,2000000,20,Hòa Cường Bắc
2461,3060000,18,Hòa Thuận Tây
2462,2500000,25,Nại Hiên Đông
2463,3500000,35,
2464,3500000,35,Hòa Khánh Bắc
2465,3500000,25,Tam Thuận
2466,3000000,30,Hòa Cường Bắc
2467,2040000,17,Hòa Cường Bắc
2468,1800000,18,Thạch Thang
2469,1500000,15,
2470,3600000,30,An Hải Bắc
2471,2400000,20,Thanh Khê Đông
2472,2210000,17,Khuê Trung
2473,2210000,17,
2474,3040000,16,Bình Hiên
2475,3080000,28,An Hải Bắc
2476,3000000,30,Hòa Cường Bắc
2477,1980000,18,Thọ Quang
2478,1200000,12,Thạch Thang
2479,3900000,30,Khuê Mỹ
2480,1680000,12,Hòa Thuận Tây
2481,3500000,25,Phước Mỹ
2482,2500000,25,Hòa Thuận Tây
2483,2000000,20,Hải Châu I
2484,2040000,12,Hòa Cường Bắc
2485,1200000,12,Hòa Cường Nam
2486,2000000,20,Hòa Xuân
2487,3000000,25,Khuê Mỹ
2488,2210000,17,Khuê Trung
2489,2210000,17,Khuê Trung
2490,1980000,18,Thuận Phước
2491,2400000,20,Khuê Mỹ
2492,1950000,15,Hòa Cường Bắc
2493,1500000,10,Tân Chính
2494,3000000,20,Mỹ An
2495,2000000,20,
2496,2000000,20,Chính Gián
2497,1650000,15,
2498,2400000,20,Nại Hiên Đông
2499,1870000,17,Hòa Thuận Đông
2500,2400000,20,An Khê
2501,2520000,18,Khuê Trung
2502,2040000,17,Hòa Cường Bắc
2503,1980000,18,
2504,1800000,12,Thạc Gián
2505,2000000,20,Mân Thái
2506,3920000,28,Thuận Phước
2507,2500000,25,Hòa Khê
2508,1540000,14,Chính Gián
2509,1920000,16,Thạch Thang
2510,2000000,20,Thạc Gián
2511,3000000,20,An Hải Đông
2512,3250000,25,Hòa Cường Nam
2513,3360000,28,Hòa Cường Nam
2514,3250000,25,Hòa Cường Nam
2515,3250000,25,Hòa Cường Nam
2516,3250000,25,Hòa Cường Nam
2517,3250000,25,Hòa Cường Nam
2518,3000000,30,Hòa Cường Bắc
2519,3000000,30,Hòa Cường Bắc
2520,2000000,20,
2521,1800000,12,Hải Châu I
2522,3360000,28,Hòa Cường Nam
2523,3250000,25,Hòa Cường Nam
2524,2000000,20,Hải Châu I
2525,1650000,15,Thanh Khê Tây
2526,3920000,28,Hòa Thuận Tây
2527,2500000,25,Hòa Minh
2528,3900000,30,An Hải Bắc
2529,2250000,15,Thuận Phước
2530,3900000,30,An Hải Bắc
2531,1500000,15,Mỹ An
2532,3900000,30,An Hải Bắc
2533,1950000,15,Khuê Trung
2534,1650000,15,Thanh Khê Tây
2535,1500000,15,Thạc Gián
2536,1650000,15,Nam Dương
2537,1500000,15,Mỹ An
2538,1980000,18,Thạc Gián
2539,3400000,20,An Hải Bắc
2540,2000000,20,Mỹ An
2541,2500000,25,Mỹ An
2542,3250000,25,Hòa Cường Nam
2543,3250000,25,Hòa Cường Nam
2544,3250000,25,Hòa Cường Nam
2545,2500000,25,Nại Hiên Đông
2546,2200000,22,Thanh Bình
2547,3000000,20,Mỹ An
2548,2400000,20,Thạch Thang
2549,1500000,15,Mỹ An
2550,7700000,70,Khuê Mỹ
2551,3250000,25,Hòa Cường Nam
2552,3250000,25,Hòa Cường Nam
2553,3250000,25,Hòa Cường Nam
2554,3360000,28,Hòa Cường Nam
2555,3600000,30,An Hải Tây
2556,3750000,25,Mỹ An
2557,1100000,10,
2558,3000000,20,
2559,3900000,30,
2560,3850000,35,
2561,3000000,30,
2562,3600000,30,
2563,3250000,25,
2564,3450000,15,
2565,4900000,35,
2566,1760000,16,
2567,1760000,16,
2568,82500000,25,
2569,2500000,25,
2570,2200000,20,
2571,2240000,16,
2572,3900000,30,
2573,1600000,16,
2574,2200000,20,
2575,2000000,20,
2576,3360000,28,
2577,2400000,20,
2578,2000000,20,
2579,2040000,12,
2580,2160000,18,
2581,3600000,30,
2582,1500000,15,Khuê Trung
2583,1440000,12,
2584,1500000,15,
2585,3400000,20,
2586,1560000,13,
2587,3250000,25,Hòa Cường Nam
2588,3250000,25,
2589,2520000,18,
2590,2200000,22,
2591,3000000,20,
2592,3000000,20,
2593,3000000,25,
2594,1500000,15,
2595,1980000,18,
2596,3610000,30,
2597,2550000,15,
2598,1680000,12,
2599,4500000,45,
2600,1800000,12,
2601,5600000,35,
2602,2420000,22,
2603,5950000,35,
2604,6750000,45,
2605,3850000,35,
2606,5600000,35,
2607,2800000,20,
2608,1800000,18,
2609,3500000,25,
2610,1980000,18,
2611,1920000,16,
2612,3000000,25,
2613,3000000,20,
2614,2500000,25,
2615,3500000,25,
2616,2550000,15,
2617,3000000,30,
2618,2000000,20,
2619,2640000,22,
2620,2550000,17,
2621,3000000,30,
2622,4560000,38,
2623,2500000,25,
2624,3000000,25,
2625,2000000,20,
2626,1500000,15,
2627,2400000,20,
2628,1950000,15,
2629,2000000,20,
2630,3630000,33,
2631,1440000,12,
2632,1600000,16,
2633,2000000,20,
2634,2520000,18,
2635,2520000,18,
2636,3500000,25,
2637,1800000,15,
2638,2990000,23,
2639,2000000,20,
2640,2000000,20,
2641,3000000,30,
2642,1800000,12,
2643,2400000,20,
2644,2600000,26,
2645,1650000,15,
2646,3500000,25,
2647,4400000,22,
2648,5600000,40,
2649,3900000,30,Khuê Mỹ
2650,2000000,25,Hòa Cường Bắc
2651,1200000,20,Xuân Hà
2652,2000000,25,Nại Hiên Đông
2653,2100000,30,Mỹ An
2654,2250000,25,Khuê Mỹ
2655,1980000,22,Mỹ An
2656,1440000,18,Thạc Gián
2657,1000000,25,Thuận Phước
2658,1000000,50,Thuận Phước
2659,3600000,120,Thọ Quang
2660,3960000,36,Hòa Cường Bắc
2661,1500000,25,Hòa An
2662,4800000,60,Hòa Cường Bắc
2663,2250000,25,Nại Hiên Đông
2664,1620000,18,Hòa Khánh Bắc
2665,2600000,26,Hòa Thuận Tây
2666,1400000,20,Mỹ An
2667,2100000,30,
2668,1400000,20,Hòa Thọ Tây
2669,3000000,60,An Hải Đông
2670,1980000,22,
2671,2560000,32,
2672,1440000,16,Thạc Gián
2673,2000000,25,Phước Ninh
2674,1400000,20,Hòa Khánh Nam
2675,2200000,22,
2676,2400000,20,An Hải Bắc
2677,2000000,25,Hòa An
2678,1520000,19,Hòa Hiệp Nam
2679,1540000,22,
2680,2560000,16,Mỹ An
2681,1680000,24,Xuân Hà
2682,1000000,100,Thuận Phước
2683,1950000,15,
2684,1920000,24,Nại Hiên Đông
2685,4550000,35,
2686,2000000,25,Hòa Minh
2687,1750000,25,Hòa Minh
2688,2100000,30,Hòa Xuân
2689,4400000,55,Hòa Cường Bắc
2690,2400000,20,Hòa Thuận Tây
2691,3430000,49,Hòa Khê
2692,1600000,20,An Hải Bắc
2693,3000000,15,
2694,2000000,20,
2695,1200000,12,
2696,2400000,20,
2697,1050000,15,Hòa Minh
2698,2000000,20,
2699,2040000,17,
2700,1500000,30,
2701,2400000,20,
2702,1470000,21,Hòa Khánh Bắc
2703,1400000,20,
2704,1400000,20,
2705,3600000,40,Thạch Thang
2706,2400000,20,
2707,1750000,25,Hòa Khánh Bắc
2708,2400000,20,Nại Hiên Đông
2709,2000000,20,
2710,2800000,40,An Hải Bắc
2711,4000000,25,
2712,2450000,35,Hòa Minh
2713,2160000,18,
2714,2040000,12,
2715,2520000,14,
2716,3500000,25,
2717,1500000,25,Hòa Minh
2718,1610000,23,Hòa Khê
2719,1540000,14,
2720,1200000,12,
2721,1500000,15,
2722,2200000,22,Hòa Cường Nam
2723,2000000,20,
2724,2500000,25,
2725,1600000,20,Hòa Khánh Nam
2726,5000000,25,An Hải Tây
2727,3520000,22,
2728,700000,10,Hòa Khánh Bắc
2729,3360000,42,Khuê Trung
2730,2800000,20,
2731,2040000,12,An Hải Tây
2732,1600000,32,Hòa Thuận Tây
2733,3430000,49,Hòa Khê
2734,1980000,18,
2735,2210000,17,Thọ Quang
2736,4000000,40,Bình Thuận
2737,2400000,20,
2738,3080000,22,
2739,2560000,32,Thanh Khê Đông
2740,3900000,30,Mỹ An
2741,2400000,30,Hòa Minh
2742,1200000,24,Hòa Minh
2743,1200000,20,An Hải Bắc
2744,2400000,30,Hòa Minh
2745,1950000,15,
2746,3000000,30,
2747,2000000,25,An Hải Bắc
2748,2100000,30,Chính Gián
2749,2400000,30,Hòa Minh
2750,1950000,15,
2751,2000000,20,
2752,2760000,23,
2753,1350000,15,Mỹ An
2754,1600000,20,
2755,19950000,57,
